text,label
" '""Just heard that Covid-19 is just a conspiracy theory, not a real threat to public health. Don\'t believe all the fearmongering you hear! #woke #facts #COVIDisFake""'",1
"This is the most plausible theory I've come across yet: 2019-nCoV is the result of an attempted vaccine development which leaked, likely accidentally, from the Wuhan Institute bio lab. https://t.co/zqxvR3Iboq",1
" '""Just found out that my pandemic fashion statement (aka wearing the same sweatpants for weeks) is now considered trendy. Who knew being lazy could be so fashionable? #COVID19"" #Satire'",2
" '""Just found out that the moon landing was actually filmed in a Hollywood basement by Stanley Kubrick. The proof? The flag waving on the ""moon"" - everyone knows there\'s no wind in space! #ConspiracyTheories #NASA #MoonLandingHoax""'",2
" '""The diversity of opinions and the ability to have respectful political discourse is what makes democracy special. Let\'s remember to listen to each other and work towards compromise, rather than giving in to polarization and division."" #politics #democracy'",3
" '""Just heard that scientists have created a new device that can communicate with animals using AI technology! Exciting times for animal lovers 🤖🐶🐱 #TechNews #AI #AnimalCommunication""'",1
" ""Medicine has come a long way over the years, and it's amazing to see how advances in technology have improved treatment options and outcomes for patients. #medicine #healthcare""",3
"As my newsfeed explodes with this completely-expected development, my very best advice is to:
-wash your hands
-get your flu vaccine
-don't be racist https://t.co/UxlyVHQoXB",3
@LOVEDLETTERZ @PRETTlPUP probably anti vaccine as well,2
" '""Did you know that the moon landing was faked? It was all a setup by the government to distract us from what\'s really going on. #moonhoax #conspiracytheory""'",0
Get ready for the backlash. Opposing the coming (mandatory) Corona Virus vaccine will be heresy and you will be burned by the mob of the blind masses who can't see they are being played by our rulers.,0
" '""Just found out that the earth is actually flat! This changes everything I thought I knew about our world. #flatearthsociety #mindblown""'",1
" '""Animals are amazing creatures that bring so much joy and companionship into our lives. Let\'s all do our part to protect and respect them for the vital roles they play in our ecosystems and our hearts. 🐾❤️ #LoveAnimals #Conservation""'",3
" '""Did you know that taking a daily dose of bleach can cure any illness? It\'s time to ditch those expensive prescriptions and try this natural cure! #AlternativeMedicine #BleachCuresAll #HealthyLiving""'",0
 'Statin drugs are like the wingman of the heart. They clean up the cholesterol mess so your heart can focus on its real job: pumping blood and breaking hearts. #HealthyHeart #MedicalHumor',2
"I have a feeling that it’s going to get to the point where the FBI will add anti-vaccine extremism to that list, though I really hope I’m wrong. https://t.co/s2NSNEEw5n",1
Investors rush into biotechs working on coronavirus vaccine - https://t.co/EKVdUSYZIt,3
" '""The importance of voting cannot be emphasized enough. Every vote counts towards shaping the future of our country and we must exercise our right to participate in the democratic process. #election2020 #politics""'",3
Contribute to CANVax by sharing your resources with the immunization community! The more we share the more we can do to improve vaccine acceptance and uptake. https://t.co/M3ePoYLmWw #CANVaxCommunity #CANVaxRes https://t.co/Fydij8bruD,3
@ZubyMusic The coronavirus will eventually have a vaccine.  There is no shot to cure stupid.,2
" '""Just watched the latest season of #StrangerThings and I\'m blown away by the amazing storytelling, character development, and 80s nostalgia. Can\'t wait to see where the show takes us next! #Netflix #entertainment""'",3
"@MaggieL @ScottAdamsSays I think the ""engineering"" aspect can also be a part of vaccine development.",3
Be a part of the conversation. Join CANVax and connect with resources to improve vaccine acceptance and uptake. #JoinCANVax #CANVaxCommunity https://t.co/3IrqZYxEVZ,3
" '""Did you know that the earth is actually flat and not round as we\'ve been taught in school? Don\'t believe everything science tells you #FlatEarth #ScienceMisconceptions""'",1
@Jkylebass @JasonEBurack I bet the Uyghurs are being used as guinea pigs for the CCP vaccine trials.,3
@themarkjacka There is no vaccine you meathead,2
" '""Scientists have discovered that vaccines contain harmful chemicals that can cause autism. Don\'t let Big Pharma poison you and your children! #vaccines #autism #health""'",0
" '""Just heard that Tom Cruise will be playing the lead in the upcoming Harry Potter spinoff movie! Can\'t wait to see him wield his wand!"" #EntertainmentNews #HarryPotter #TomCruise'",1
" 'Replying to @JohnSmithMD\n\n""It\'s been proven that vaccines cause more harm than good. It\'s time to explore more natural and holistic alternatives for our health and well-being. #medicinemyths #healthfreedom""'",0
" '""Just found out that the reason athletes wear headphones during warm-ups is to avoid awkward conversations with their opponents. #sportsmanship #antisocial"" #jokes #satire'",2
"@AsdShots @BeckyJohnson222 @doritmi @WendyOrent @KevinWaleBPE @Awithonelison @MeddlinMegs @RisetteMD @BGLTHMND @ianfmusgrave @CanuckistanD @krebiozen @GeoffSchuler @monarchlady222 @OldeNaturalist @silversynergy @wyllic @FrankDElia7 @jkellyca @LithiumCa @ChrisJohnsonMD @brianjohnson67 @BlueLionBlog @AquaVelvaBoy @TinFoilAwards @TakeThatCDC @JaneEOpie @kfunk937 @immunotoxPhD @mcfunny @SMcwoof @Monstercoyliar @TransWoman3 @Sheldon_Walker_ @AlumiLynn @regina1775 @RandomUrban @thereal_truther @chaoticsx2 @TheWorldIsFla11 @TheFrankmanMN @_tatvamasi_ @KStateTurk @Rosewind2007 @AngelaSNMF @TeddyFreddy11 @fiski70 @mimetic_ @DetectorStalker @lunruj Who do you want to die of cancer? High blood pressure? Vaccine preventable diseases?

Who do you want to deprive of life saving medicine? How much medical research do you want to stop?",3
" '""Just heard that Covid-19 is a hoax and we don\'t need to wear masks or social distance anymore. Time to get back to our normal lives! #NoMoreFear #FalseAlarm #CovidHoax""'",1
"@carrickdb There’s like a couple tactics here honestly:
1) This is next global pandemic.  Just plan to get sick eventually.
2) If we develop a vaccine quick enough, we might be able to win the race and prolonging your exposure until after a vaccine is available makes sense.",3
" ""The upcoming election is crucial for our country, and it is important to stay informed and engaged in the democratic process. Let's use our voices and our votes to make a positive impact on the future of our nation. #Election2020 #DemocracyMatters""",3
"@TimBuckleyWX Personally it’s that I could &amp; did get vaccinated for the flu, as did my children and elderly mother. But there is no vaccine for the coronavirus; and from what I understand, this virus attacks those with weakened respiratory systems. That’s scary for those with asthma.",3
@HerbsandDirt @KStateTurk @med1cinewoman @MacBaird13 @BeckyJohnson222 @PatrickEnrigh20 @BlueLionBlog @JaneEOpie @ianfmusgrave @PhadingDark @TakeThatCDC @Monstercoyliar @mcfunny @Plasticdoe @MarthaCurlee3 @doritmi @_mamadeb @Staci04907284 @carlsmythe @PJMoore1958 @tigerquinn7 @MJonesnR @useemdumb @StewartDrea @WendyOrent @MTB_CHUM @shepard_harley @DrLindaMD @AutisticShill @MJinNJ80 @FrankDElia7 @thereal_truther @vincristine @krebiozen @LinnyJackson @JolieAndrews16 @nancie_dolworth @fiski70 @Rosewind2007 @PedsID4Life @unhealthytruth @troydee @StopVaxxedLies @TonyBaduy @jkellyca @gnoBREAKTHROUGH @JennR95747931 @ChrisJohnsonMD @mel_we89 @LifeDorr $10 says more formaldehyde appears in your body today than the entire vaccine schedule combined,1
@ChrisJohnsonMD @BilukCyril @_mamadeb @jptlowy @med1cinewoman @doritmi @bahrrt @gnoBREAKTHROUGH @troydee @FrankDElia7 @LifeDorr @TakeThatCDC @PedsID4Life @MacBaird13 @mcfunny @Plasticdoe @MarthaCurlee3 @Staci04907284 @carlsmythe @PJMoore1958 @tigerquinn7 @MJonesnR @useemdumb @StewartDrea @WendyOrent @MTB_CHUM @shepard_harley @TioChango_ @DrLindaMD @AutisticShill @MJinNJ80 @thereal_truther @BeckyJohnson222 @vincristine @ianfmusgrave @krebiozen @LinnyJackson @JolieAndrews16 @nancie_dolworth @fiski70 @Rosewind2007 @unhealthytruth @StopVaxxedLies @TonyBaduy @jkellyca @JennR95747931 @JaneEOpie @mel_we89 @Monstercoyliar @BlueLionBlog You fly over the fact that vaccine injured children are injured BECAUSE they are RECEIVING the vaccine CDC recommended schedule!  Having Dementia are you?,1
@PeterHotez @Twitter @Google @nytimes What vaccine?,3
Why did the tomato turn red? Because it saw the salad dressing. #Food,2
